0.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00
1.581930000000000003e-01 9.226969999999999894e-01 9.173419999999999908e-01 9.242810000000000192e-01 9.289800000000000280e-01 9.173170000000000490e-01 9.157429999999999737e-01 9.197659999999999725e-01 9.277309999999999723e-01 8.427430000000000199e-01 8.427430000000000199e-01 8.434430000000000538e-01 8.434430000000000538e-01 8.629099999999999548e-01 8.629099999999999548e-01 8.659649999999999848e-01 8.659649999999999848e-01 8.995880000000000543e-01 9.047180000000000222e-01 8.944809999999999706e-01 9.157149999999999457e-01 9.046440000000000037e-01 9.082480000000000553e-01 9.014910000000000423e-01 9.126039999999999708e-01 8.602760000000000407e-01 8.602760000000000407e-01 8.528829999999999467e-01 8.528829999999999467e-01 8.696960000000000246e-01 8.696960000000000246e-01 8.564370000000000038e-01 8.564370000000000038e-01
2.237186899999999978e-01 7.312089999999999979e-01 7.108950000000000546e-01 7.223789999999999933e-01 8.547930000000000250e-01 7.132730000000000459e-01 7.119360000000000133e-01 7.180279999999999996e-01 8.545559999999999823e-01 7.200520000000000254e-01 7.200520000000000254e-01 7.153840000000000199e-01 7.153840000000000199e-01 7.461719999999999464e-01 7.461719999999999464e-01 7.466749999999999776e-01 7.466749999999999776e-01 8.140650000000000386e-01 8.145670000000000410e-01 8.039309999999999512e-01 8.330539999999999612e-01 8.184420000000000028e-01 8.192540000000000378e-01 8.149220000000000352e-01 8.293789999999999774e-01 7.403920000000000501e-01 7.403920000000000501e-01 7.361170000000000213e-01 7.361170000000000213e-01 7.458240000000000425e-01 7.458240000000000425e-01 7.309689999999999799e-01 7.309689999999999799e-01
2.739983100000000227e-01 7.462889999999999802e-01 7.202910000000000146e-01 7.310489999999999489e-01 7.900970000000000493e-01 7.189659999999999940e-01 7.179879999999999596e-01 7.215000000000000302e-01 7.865820000000000034e-01 6.444269999999999721e-01 6.444269999999999721e-01 6.455180000000000362e-01 6.455180000000000362e-01 6.713799999999999768e-01 6.713799999999999768e-01 6.760070000000000245e-01 6.760070000000000245e-01 7.384420000000000428e-01 7.397989999999999844e-01 7.268980000000000441e-01 7.585119999999999640e-01 7.450229999999999908e-01 7.433330000000000215e-01 7.433070000000000510e-01 7.507559999999999789e-01 5.849450000000000482e-01 5.849450000000000482e-01 5.991579999999999684e-01 5.991579999999999684e-01 6.043870000000000076e-01 6.043870000000000076e-01 5.685240000000000293e-01 5.685240000000000293e-01
3.163860000000000006e-01 6.843609999999999971e-01 6.852770000000000250e-01 6.963110000000000133e-01 7.224610000000000198e-01 7.004080000000000306e-01 6.992279999999999607e-01 7.006790000000000518e-01 7.223239999999999661e-01 5.568389999999999729e-01 5.568389999999999729e-01 5.582260000000000000e-01 5.582260000000000000e-01 5.749030000000000529e-01 5.749030000000000529e-01 5.825409999999999755e-01 5.825409999999999755e-01 6.761289999999999800e-01 6.742510000000000447e-01 6.635320000000000107e-01 6.887849999999999806e-01 6.768220000000000347e-01 6.750840000000000174e-01 6.777140000000000386e-01 6.836560000000000414e-01 5.291500000000000092e-01 5.291500000000000092e-01 5.222719999999999585e-01 5.222719999999999585e-01 5.182729999999999837e-01 5.182729999999999837e-01 5.155370000000000230e-01 5.155370000000000230e-01
3.537302999999999975e-01 6.450169999999999515e-01 6.332729999999999748e-01 6.467479999999999896e-01 6.720230000000000370e-01 6.350820000000000354e-01 6.342569999999999597e-01 6.381919999999999815e-01 6.685210000000000319e-01 4.867549999999999932e-01 4.867549999999999932e-01 4.895189999999999819e-01 4.895189999999999819e-01 5.073189999999999644e-01 5.073189999999999644e-01 5.143309999999999826e-01 5.143309999999999826e-01 6.138949999999999685e-01 6.073410000000000197e-01 6.008520000000000527e-01 6.269759999999999778e-01 6.114450000000000163e-01 6.191149999999999709e-01 6.134530000000000260e-01 6.210999999999999854e-01 4.600549999999999917e-01 4.600549999999999917e-01 4.277329999999999743e-01 4.277329999999999743e-01 4.559900000000000064e-01 4.559900000000000064e-01 4.381419999999999759e-01 4.381419999999999759e-01
3.874921299999999902e-01 5.970509999999999984e-01 5.759109999999999507e-01 5.900959999999999539e-01 6.164939999999999864e-01 5.878820000000000157e-01 5.759729999999999572e-01 5.784799999999999942e-01 6.106089999999999574e-01 4.066429999999999767e-01 4.066429999999999767e-01 4.145860000000000101e-01 4.145860000000000101e-01 4.282329999999999748e-01 4.282329999999999748e-01 4.378509999999999902e-01 4.378509999999999902e-01 5.096530000000000227e-01 5.337389999999999635e-01 5.125030000000000419e-01 5.755160000000000275e-01 5.269019999999999815e-01 5.366509999999999891e-01 5.271080000000000210e-01 5.694839999999999902e-01 3.823619999999999797e-01 3.823619999999999797e-01 3.725160000000000138e-01 3.725160000000000138e-01 3.878079999999999861e-01 3.878079999999999861e-01 3.706470000000000042e-01 3.706470000000000042e-01
4.185393399999999819e-01 5.548030000000000461e-01 5.441650000000000098e-01 5.600640000000000063e-01 5.633979999999999544e-01 5.515430000000000055e-01 5.525689999999999769e-01 5.464379999999999793e-01 5.632559999999999789e-01 3.506360000000000032e-01 3.506360000000000032e-01 3.509149999999999769e-01 3.509149999999999769e-01 3.663330000000000197e-01 3.663330000000000197e-01 3.735220000000000207e-01 3.735220000000000207e-01 4.848729999999999984e-01 4.759820000000000162e-01 4.716020000000000212e-01 5.201310000000000100e-01 4.838990000000000236e-01 4.793709999999999916e-01 4.864379999999999815e-01 5.112710000000000310e-01 3.272829999999999906e-01 3.272829999999999906e-01 3.222659999999999969e-01 3.222659999999999969e-01 3.276319999999999788e-01 3.276319999999999788e-01 3.206280000000000241e-01 3.206280000000000241e-01
4.474373700000000009e-01 5.117939999999999712e-01 4.858819999999999806e-01 5.015770000000000506e-01 5.165659999999999696e-01 4.893640000000000212e-01 4.906380000000000186e-01 4.942079999999999806e-01 5.150339999999999918e-01 3.046490000000000031e-01 3.046490000000000031e-01 3.134210000000000051e-01 3.134210000000000051e-01 3.207579999999999876e-01 3.207579999999999876e-01 3.298039999999999861e-01 3.298039999999999861e-01 4.570170000000000066e-01 4.484049999999999980e-01 4.448059999999999792e-01 4.756830000000000225e-01 4.556140000000000190e-01 4.507240000000000135e-01 4.597510000000000208e-01 4.681850000000000178e-01 2.619400000000000062e-01 2.619400000000000062e-01 2.726029999999999842e-01 2.726029999999999842e-01 2.634270000000000223e-01 2.634270000000000223e-01 2.481960000000000000e-01 2.481960000000000000e-01
4.745789999999999731e-01 4.667479999999999962e-01 4.534250000000000225e-01 4.650880000000000014e-01 4.725739999999999941e-01 4.586419999999999941e-01 4.583019999999999872e-01 4.574500000000000233e-01 4.720619999999999816e-01 2.538159999999999861e-01 2.538159999999999861e-01 2.555290000000000061e-01 2.555290000000000061e-01 2.710420000000000051e-01 2.710420000000000051e-01 2.792089999999999850e-01 2.792089999999999850e-01 4.149309999999999943e-01 4.062470000000000248e-01 4.012720000000000176e-01 4.313939999999999997e-01 4.141589999999999994e-01 4.011279999999999846e-01 4.180459999999999732e-01 4.237460000000000115e-01 2.243920000000000081e-01 2.243920000000000081e-01 2.236720000000000097e-01 2.236720000000000097e-01 2.133529999999999871e-01 2.133529999999999871e-01 2.178859999999999963e-01 2.178859999999999963e-01
