0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
2.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
3.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
4.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
5.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
6.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
7.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
8.000000000000000000e+00 1.047467031417999989e-01 2.681183491234999661e-01
9.000000000000000000e+00 9.389292738134999428e-02 1.860037145189999963e-01
1.000000000000000000e+01 1.000382023088000061e-01 5.218136058409998945e-01
1.100000000000000000e+01 1.421727930694999809e-01 4.362379090079999688e-01
1.200000000000000000e+01 1.004954568259499997e-01 2.734467346974999921e-02
1.300000000000000000e+01 1.341965668514999988e-01 9.386397275344999791e-01
1.400000000000000000e+01 9.216243798465000026e-02 8.427986988275000257e-01
1.500000000000000000e+01 1.341570942404999855e-01 7.163087968465000621e-01
1.600000000000000000e+01 7.897103537854999189e-02 7.485425058844999979e-01
1.700000000000000000e+01 7.957371555984998901e-02 8.017571938724999958e-01
1.800000000000000000e+01 9.573489970795000248e-02 4.961314295245000117e-01
1.900000000000000000e+01 5.208283623815000013e-02 5.866409032510000454e-01
2.000000000000000000e+01 9.072207981169999602e-02 3.556481048589999871e-03
2.100000000000000000e+01 4.984392109245000535e-02 8.255449617554999620e-02
2.200000000000000000e+01 1.075529227429999901e-01 2.365067281375000108e-01
2.300000000000000000e+01 5.728524372314999780e-02 3.025264819434999586e-01
2.400000000000000000e+01 1.861447697904999865e-01 1.208698726030000004e-01
2.500000000000000000e+01 4.912754884355000073e-01 1.096029667240999983e-01
2.600000000000000000e+01 1.569361766294999905e-01 8.850744698585000236e-01
2.700000000000000000e+01 1.312976551699999994e-01 8.227519539340000243e-01
2.800000000000000000e+01 1.662625460880000072e-01 3.906903211550000199e-01
2.900000000000000000e+01 1.283776565140000159e-01 3.258915023560000068e-01
3.000000000000000000e+01 1.127639840165000074e-01 5.715690391240000334e-01
3.100000000000000000e+01 3.675948111434999832e-02 5.480827200650000286e-01
