freq(GHz)  ch1  ch2  ch3  ch4  ch5  ch6  ch7  ch8 
      9.3596401     54.4858551     55.7108994      0.0000000      0.0000000      0.0935783      0.3971638     58.8376312     57.2325897
      9.3716288     54.3812637     55.6039581      0.0000000      0.0000000      0.0933987      0.3964014     58.7246895     57.1227226
      9.3836164     50.1085320     51.6342926      0.0000000      0.0000000      0.0913740      0.3878082     54.1967506     52.9353790
      9.3956041     50.0061646     51.5288124      0.0000000      0.0000000      0.0911873      0.3870159     54.0860329     52.8272362
      9.4075928     53.5177383     54.5873909      0.0000000      0.0000000      0.3052206      1.0690495     57.4913025     56.1145248
      9.4195805     53.4049568     54.4723587      0.0000000      0.0000000      0.3045775      1.0667969     57.3701477     55.9962769
      9.4315681     53.2931824     54.3583488      0.0000000      0.0000000      0.3039399      1.0645639     57.2500763     55.8790741
      9.4435568     50.1104736     51.0495644      0.0000000      0.0000000      0.2830727      0.9914755     53.8171730     52.4958496
      9.4555445     50.0117264     50.9489670      0.0000000      0.0000000      0.2825149      0.9895217     53.7111206     52.3924026
      9.4675322     69.4342728     71.0457611      0.0000000      0.0000000      0.4057212      1.4210575     74.6393280     72.9684143
      9.4795208     69.1678925     71.1937561      0.0000000      1.2414525      0.4414510      3.0853438     74.8010864     74.5363617
      9.4915085     69.0751572     71.0982971      0.0000000      1.2397879      0.4408591      3.0812070     74.7007980     74.4364243
      9.5034962     79.3662109     82.9297791      0.0000000      1.3087125      0.5633738      3.9374740     86.0816650     86.5535278
      9.5154848     79.2811432     82.8408890      0.0000000      1.3073101      0.5627698      3.9332523     85.9893951     86.4607544
      9.5274725     50.3028259     52.3517456      0.0000000      0.8490662      0.3474513      2.4283705     54.5165329     54.6843338
      9.5394602     50.2632980     53.1879120      0.0000000     15.9369946      0.2714207      7.5905871     54.2660294     60.1352844
      9.5514488     50.2153015     53.1371155      0.0000000     15.9217796      0.2711614      7.5833364     54.2142029     60.0778580
      9.5634365     51.2559738     53.7580261      0.0000000     17.0831451      0.2598991      7.2683735     55.2541275     60.7457886
      9.5754242     51.2036400     53.7031403      0.0000000     17.0657024      0.2596337      7.2609520     55.1977081     60.6837654
      9.5874128     60.4901962     62.6944351      0.0000000     21.4565754      0.2804114      7.8420238     65.0783157     70.7902069
      9.5994005     60.3224411     65.3085861      0.0000000     89.4738693      0.1885174     30.5900116     64.8461609     99.6382523
      9.6113882     60.2239990     65.2020111      0.0000000     89.3278580      0.1882097     30.5400925     64.7403412     99.4756622
      9.6233768     52.5092087     57.8469849      0.0000000     71.8168411      0.1840276     29.8614674     56.5977554     89.5716248
      9.6353645     50.9188156     56.1788788      0.0000000     69.1308899      0.1801312     29.2292118     54.8962173     87.0976563
      9.6473522     50.7190857     57.0050125      0.0000000     62.4933968      0.2003322     32.5071564     54.8390503     89.7345581
      9.6593409     50.6535950     69.4971466      0.0000000    198.0059204      0.1094324    130.3185883     54.7442551    192.8408661
      9.6713285     50.5525398     69.3585052      0.0000000    197.6108551      0.1092141    130.0586395     54.6350403    192.4561920
      9.6833162     59.6815186     79.3868027      0.0000000    259.4151611      0.1141467    135.9326630     64.2960892    214.1484222
      9.6953049     59.5769272     79.2476807      0.0000000    258.9605713      0.1139466    135.6944427     64.1834106    213.7731323
      9.7072926     50.8565063     71.2436218      0.0000000    183.4411316      0.1185671    141.1967621     55.0841866    201.2939758
      9.7192802     50.7686386    128.7309265      0.0000000    380.0785217      0.2521077    474.0476074     55.0226898    442.0535889
      9.7312689     50.6912689    128.5347595      0.0000000    379.4993286      0.2517235    473.3252258     54.9388428    441.3799438
      9.7432566     55.1267548    135.5457306      0.0000000    446.2650452      0.2542760    478.1248474     59.6267319    463.6287231
      9.7552452     55.0536423    135.3659821      0.0000000    445.6730652      0.2539389    477.4908447     59.5476456    463.0138550
      9.7672329     57.7644272    138.7371674      0.0000000    493.7159424      0.2512987    472.5263367     62.3869629    473.0800781
      9.7792206     57.6917877    138.5627136      0.0000000    493.0951233      0.2509826    471.9321289     62.3085136    472.4851685
      9.7912092     57.8858643    320.3628845      0.0000000    939.6913452      0.5038410    978.3798828     62.3779755    912.3994141
      9.8031969     62.4027176    352.6898804      0.0000000    973.6787720      0.5671843   1101.3825684     67.3214645    995.8151855
      9.8151846     62.3211021    352.2285767      0.0000000    972.4053345      0.5664425   1099.9420166     67.2334137    994.5127563
      9.8271732     60.3046188    328.8518677      0.0000000   1005.2420654      0.5088378    988.0827637     64.9335785    942.3576660
      9.8391609     60.2221985    328.4023438      0.0000000   1003.8683472      0.5081421    986.7319336     64.8448257    941.0695801
      9.8511486     60.2562637    693.6654053      0.0000000   1707.9439697      0.5939103   1333.1767578     64.8379059   1273.4919434
      9.8631372     92.7326813   1221.5710449      0.0000000   1848.5195313      1.2418540   2787.6447754    100.7608185   2001.2194824
      9.8751249     97.6473618   1265.1470947      0.0000000   2053.6547852      1.2626243   2834.2685547    105.9667206   2101.5991211
      9.8871126    160.7966919   1952.6231689      0.0000000   4043.5751953      1.8009944   4042.7717285    173.6671448   3425.6328125
      9.8991013    160.5019836   1949.0443115      0.0000000   4036.1655273      1.7976930   4035.3613281    173.3488617   3419.3544922
      9.9110889    159.2510986   3050.8876953      0.0000000   3790.7192383      1.5233172   4597.0483398    172.5738220   3432.5053711
      9.9230766    124.4910812   2379.8276367      0.0000000   2998.3911133      1.1774888   3553.4113770    134.8614197   2687.5495605
      9.9350653    124.2528610   2375.2736816      0.0000000   2992.6533203      1.1752356   3546.6120605    134.6033630   2682.4067383
      9.9470530    244.4537354   4894.2651367      0.0000000   4377.6010742      2.8860581   8709.5107422    266.7297058   5093.8237305
      9.9590406    244.0038757   4885.2583008      0.0000000   4369.5434570      2.8807473   8693.4843750    266.2388306   5084.4492188
      9.9710293    243.4944153   5171.7392578      0.0000000   3925.8562012      1.3775131   9970.5927734    266.0086670   4909.0444336
      9.9830170    598.9517822  12519.4960938      0.0000000  15071.9472656      2.2978964  16632.4296875    646.1421509  11786.9277344
      9.9950047    597.9405518  12498.3583984      0.0000000  15046.5009766      2.2940168  16604.3496094    645.0512695  11767.0273438
     10.0069933    478.9668579  10085.7548828      0.0000000  10063.2685547      2.2382128  16200.4335938    519.7128906   9531.6757813
     10.0189810    478.2467041  10070.5898438      0.0000000  10048.1376953      2.2348475  16176.0742188    518.9314575   9517.3437500
     10.0309687    477.5725098  10056.3935547      0.0000000  10033.9755859      2.2316966  16153.2675781    518.1999512   9503.9277344
     10.0429573    549.5466919  12438.4316406      0.0000000  10001.8798828      2.0101473  19160.8125000    600.2901611  11685.6201172
     10.0549450    548.8483276  12422.6259766      0.0000000   9989.1767578      2.0075920  19136.4570313    599.5273438  11670.7705078
     10.0669327    707.6788330  15915.7753906      0.0000000  15559.2900391      2.1934938  20908.4824219    768.7410889  14860.6357422
     10.0789213    706.8178711  15896.4121094      0.0000000  15540.3642578      2.1908247  20883.0390625    767.8059082  14842.5566406
     10.0909090    705.9327393  15876.5058594      0.0000000  15520.9082031      2.1880805  20856.8828125    766.8444214  14823.9697266
     10.1028967    783.0087280  17409.4726563      0.0000000  20875.9785156      4.6504841  19013.0625000    849.7165527  14803.3613281
     10.1148853    781.9601440  17386.1601563      0.0000000  20848.0234375      4.6442566  18987.6015625    848.5786133  14783.5371094
     10.1268730    747.7874756  16625.7792969      0.0000000  19911.8496094      4.4482889  18186.4042969    811.5312500  14137.5234375
     10.1388607    746.7153931  16601.9414063      0.0000000  19883.2968750      4.4419122  18160.3359375    810.3677368  14117.2519531
     10.1508493    745.6114502  16577.3984375      0.0000000  19853.9023438      4.4353452  18133.4863281    809.1696777  14096.3818359
     10.1628370    731.6649170  16221.4462891      0.0000000  18483.7343750      6.8707542  19922.6464844    788.8704224  14130.6328125
     10.1748257    730.4737549  16195.0390625      0.0000000  18453.6425781      6.8595686  19890.2109375    787.5861206  14107.6269531
     10.1868134    777.8049316  17204.7246094      0.0000000  18982.4726563      7.5782275  21974.0566406    839.5339355  15027.5742188
     10.1988010    776.4925537  17175.6972656      0.0000000  18950.4550781      7.5654368  21936.9687500    838.1174316  15002.2187500
     10.2107887    775.2015991  17147.1386719      0.0000000  18918.9375000      7.5528626  21900.5078125    836.7239380  14977.2753906
     10.2227774    482.0144653  10585.9482422      0.0000000   5426.7368164      6.1871371  22418.0410156    529.7242432  10162.3583984
     10.2347651    481.2703857  10569.6064453      0.0000000   5418.3598633      6.1775866  22383.4355469    528.9065552  10146.6718750
     10.2467537    359.4914551   7841.9716797      0.0000000   6953.9062500      3.4768026  12597.6035156    390.8878174   7583.8994141
     10.2587414    358.9885864   7831.0024414      0.0000000   6944.1787109      3.4719388  12579.9804688    390.3410034   7573.2900391
     10.2707291    358.4200439   7818.6000977      0.0000000   6933.1816406      3.4664404  12560.0576172    389.7228394   7561.2968750
     10.2827168    482.2765503  10806.3544922      0.0000000  13169.2724609      2.4226835  12977.6972656    519.5955811  11014.3828125
     10.2947054    481.5357666  10789.7568359      0.0000000  13149.0458984      2.4189622  12957.7626953    518.7974854  10997.4648438
     10.3066931    827.6182251  19390.4062500      0.0000000  18165.6523438      5.5716839  29846.0878906    898.8803711  18695.4140625
     10.3186817    826.4364014  19362.7187500      0.0000000  18139.7128906      5.5637274  29803.4687500    897.5968018  18668.7187500
     10.3306694    825.2871094  19335.7910156      0.0000000  18114.4863281      5.5559902  29762.0214844    896.3485107  18642.7539063
     10.3426571    799.7855225  18851.7617188      0.0000000  16960.1660156      5.5739603  29858.2812500    869.6193848  18039.0664063
     10.3546457    796.3942871  21232.3085938      0.0000000  15483.2304688      2.4664333  27648.3984375    865.0900269  18268.3359375
     10.3666334    841.8524780  22563.5800781      0.0000000  17226.9160156      2.4740901  27734.2304688    913.0311279  19379.7031250
     10.3786211    844.0498047  22678.3984375      0.0000000  17674.8808594      2.4181564  27107.2207031    914.7402344  19462.4394531
     10.3906097    842.6765137  22641.5039063      0.0000000  17646.1328125      2.4142208  27063.1035156    913.2519531  19430.7773438
     10.4025974    790.0819702  21277.8847656      0.0000000  16901.6152344      2.2082951  24754.7031250    855.6556396  18246.5000000
     10.4145851    796.5682373  19497.9414063      0.0000000  16784.3945313      5.6615524  21872.0683594    853.6904297  15097.4179688
     10.4265738    653.2620239  15883.4550781      0.0000000  13036.6103516      4.9339309  19061.0742188    701.2949219  12329.5996094
     10.4385614    652.1397705  15856.1679688      0.0000000  13014.2158203      4.9254546  19028.3281250    700.0902100  12308.4189453
     10.4505491    651.0144043  15828.8066406      0.0000000  12991.7578125      4.9169555  18995.4941406    698.8820801  12287.1796875
     10.4625378    831.1760254  20307.1250000      0.0000000  17254.8242188      6.0109110  23221.7324219    891.2019043  15734.9609375
     10.4745255    822.5863037  18978.3750000      0.0000000  21798.8398438      4.2365208  27907.5351563    893.3382568  15508.6826172
     10.4865131    856.6613770  19819.8515625      0.0000000  22164.4882813      4.5314112  29850.0878906    931.0624390  16189.8535156
     10.4985018    855.1465454  19784.8027344      0.0000000  22125.2929688      4.5233984  29797.3046875    929.4160156  16161.2246094
     10.5104895    853.6680908  19750.5976563      0.0000000  22087.0410156      4.5155778  29745.7871094    927.8091431  16133.2832031
     10.5224771    757.8825684  17458.9355469      0.0000000  20342.8339844      3.8458078  25333.7636719    822.7236328  14270.1425781
     10.5344658    760.1668091  19334.8710938      0.0000000  22102.1406250      3.8890750  27205.3222656    816.0059814  17336.6640625
     10.5464535    678.1660156  17138.5917969      0.0000000  21615.4980469      3.0773473  21527.0273438    725.7601318  15263.6992188
     10.5584412    677.1730957  17113.4980469      0.0000000  21583.8515625      3.0728416  21495.5078125    724.6975098  15241.3515625
     10.5704298    676.2196655  17089.4023438      0.0000000  21553.4570313      3.0685158  21465.2500000    723.6771240  15219.8925781
     10.5824175    649.5551758  16326.6464844      0.0000000  22228.8613281      2.6322570  18413.4785156    693.3555298  14456.7128906
     10.5944052    645.3866577  16605.9960938      0.0000000  21893.3007813      3.1299148  17447.3593750    693.2843628  16013.1816406
     10.6063938    618.7450562  15870.2421875      0.0000000  23320.0058594      2.4207516  13494.2089844    661.9540405  15323.7255859
     10.6183815    617.9233398  15849.1679688      0.0000000  23289.0332031      2.4175375  13476.2929688    661.0749512  15303.3750000
     10.6303692    625.7177124  16052.7011719      0.0000000  23415.1152344      2.4897614  13878.8964844    669.6087036  15498.4550781
     10.6423578    561.9972534  14433.2910156      0.0000000  20319.7460938      2.4131222  13451.6806641    602.2456665  13928.8300781
     10.6543455    561.2238770  14413.4296875      0.0000000  20291.7871094      2.4098008  13433.1650391    601.4169312  13909.6621094
     10.6663342    593.1142578  15124.3310547      0.0000000  18479.3710938      4.1758347  12017.0048828    633.2769165  14573.5771484
     10.6783218    592.2237549  15101.6230469      0.0000000  18451.6269531      4.1695647  11998.9619141    632.3261719  14551.6972656
     10.6903095    591.3228760  15078.6503906      0.0000000  18423.5585938      4.1632228  11980.7099609    631.3642578  14529.5615234
     10.7022972    767.7891235  19588.3750000      0.0000000  22527.0742188      6.0640335  17450.7675781    821.6451416  18713.8574219
     10.7142859    766.5997314  19558.0312500      0.0000000  22492.1777344      6.0546398  17423.7343750    820.3723145  18684.8671875
     10.7262735    892.5548096  22308.8320313      0.0000000  27757.1093750      4.7034931  20161.2246094    962.2919312  20004.9218750
     10.7382622    891.1566162  22273.8867188      0.0000000  27713.6230469      4.6961265  20129.6484375    960.7845459  19973.5839844
     10.7502499    889.7604980  22238.9902344      0.0000000  27670.2050781      4.6887698  20098.1132813    959.2792969  19942.2929688
     10.7622375    795.4390869  19800.9257813      0.0000000  22301.4296875      4.8907866  20964.0468750    860.8803711  17835.6914063
     10.7742262    794.1767578  19769.5019531      0.0000000  22266.0390625      4.8830256  20930.7792969    859.5141602  17807.3886719
     10.7862139    735.2293701  18579.3828125      0.0000000  25371.1601563      2.0796752  19747.4296875    790.6318359  15397.2441406
     10.7982016    734.0286255  18549.0390625      0.0000000  25329.7285156      2.0762777  19715.1699219    789.3405762  15372.0957031
     10.8101902    732.8131104  18518.3222656      0.0000000  25287.7851563      2.0728397  19682.5234375    788.0334473  15346.6406250
     10.8221779    852.9916382  21622.8906250      0.0000000  26741.2539063      2.7091820  25724.8730469    919.9074707  17930.0039063
     10.8341656    851.5472412  21586.2773438      0.0000000  26695.9746094      2.7045944  25681.3125000    918.3497314  17899.6445313
     10.8461542    949.2608643  23818.7832031      0.0000000  28206.6289063      6.3730645  24659.5761719   1023.0897217  19017.3203125
     10.8581419    947.9268799  23785.3125000      0.0000000  28166.9843750      6.3641105  24624.9296875   1021.6519775  18990.5976563
     10.8701296    946.6080933  23752.2207031      0.0000000  28127.7968750      6.3552566  24590.6718750   1020.2305908  18964.1777344
     10.8821182    949.0632935  24018.8554688      0.0000000  25889.6777344      7.0191298  27159.4257813   1025.7468262  18990.1894531
     10.8941059    947.7613525  23985.9082031      0.0000000  25854.1562500      7.0095029  27122.1757813   1024.3395996  18964.1367188
     10.9060936    948.5463257  24026.5742188      0.0000000  25641.1171875      7.0809851  27398.7636719   1025.4792480  18977.4960938
     10.9180822    947.0227051  21574.0937500      0.0000000  23368.7714844      3.8298485  26641.0136719   1021.2567139  21376.0468750
     10.9300699    945.7333984  21544.7226563      0.0000000  23336.9648438      3.8246334  26604.7363281   1019.8663940  21346.9453125
     10.9420576    982.2835693  22388.1679688      0.0000000  24516.1308594      3.9264238  27312.8066406   1058.9392090  22152.8554688
     10.9540462    980.6973267  22352.0117188      0.0000000  24476.5390625      3.9200830  27268.6992188   1057.2292480  22117.0820313
     10.9660339   1050.8264160  23896.1210938      0.0000000  24833.0878906      4.4317589  30827.9960938   1134.5520020  23794.6484375
     10.9780216   1048.3000488  23454.5976563      0.0000000  24365.1308594      2.7315638  33188.2812500   1133.1748047  24909.5820313
     10.9900103   1046.5382080  23415.1777344      0.0000000  24324.1796875      2.7269731  33132.5039063   1131.2702637  24867.7187500
     11.0019979   1058.7636719  23681.8496094      0.0000000  23030.4511719      2.9237838  35523.7343750   1146.5811768  25232.5234375
     11.0139866   1056.9610596  23641.5273438      0.0000000  22991.2402344      2.9188056  35463.2539063   1144.6289063  25189.5625000
     11.0259743   1158.9210205  25929.4843750      0.0000000  26904.1328125      3.0231664  36731.2265625   1252.7949219  27539.6562500
     11.0379620   1157.0710449  27451.7343750      0.0000000  28612.8574219      8.6430302  37912.8945313   1255.2270508  25229.1484375
     11.0499496   1155.3642578  27411.2382813      0.0000000  28570.6660156      8.6302757  37856.9453125   1253.3753662  25191.9296875
     11.0619383   1242.8581543  29457.4707031      0.0000000  31138.3671875      9.1706772  40227.4335938   1347.7729492  27092.7148438
     11.0739260   1241.0363770  29414.2929688      0.0000000  31092.7246094      9.1572342  40168.4648438   1345.7973633  27053.0039063
     11.0859146   1123.8635254  26705.1718750      0.0000000  27227.6601563      8.5529242  37517.6406250   1219.9267578  24514.8046875
     11.0979023   1122.9212646  27587.1484375      0.0000000  26329.0429688      3.1079669  38148.4609375   1216.8619385  24805.5703125
     11.1098900   1121.1843262  27544.4726563      0.0000000  26288.3164063      3.1031592  38089.4492188   1214.9794922  24767.1992188
     11.1218777   1018.4376831  24893.2929688      0.0000000  27106.9296875      2.4781213  30417.4765625   1099.4359131  22445.6992188
     11.1338663   1109.1672363  27081.5625000      0.0000000  30269.1757813      2.6200099  32159.0781250   1196.4084473  24433.3222656
     11.1458540   1120.7011719  27433.4296875      0.0000000  28798.0859375      2.8357387  34807.0195313   1211.1743164  24716.0625000
     11.1578426   1116.7573242  27852.1914063      0.0000000  24475.3769531      4.3114600  37206.8125000   1210.0913086  25266.7910156
     11.1698303   1115.2104492  27813.6132813      0.0000000  24441.4863281      4.3054852  37155.2539063   1208.4150391  25231.7929688
     11.1818180   1249.3754883  31168.3828125      0.0000000  27260.1699219      4.8464341  41823.5039063   1353.9776611  28268.0898438
     11.1938057   1247.6538086  31125.4316406      0.0000000  27222.6054688      4.8397551  41765.8671875   1352.1118164  28229.1347656
     11.2057943   1159.7954102  28895.4394531      0.0000000  25842.1718750      4.3976750  37950.8281250   1256.0839844  26237.7773438
     11.2177820   1158.1888428  28855.4140625      0.0000000  25806.3613281      4.3915858  37898.2773438   1254.3439941  26201.4316406
     11.2297707   1160.8244629  31470.9414063      0.0000000  27228.6816406      7.2528868  42685.3281250   1252.0802002  25793.2753906
     11.2417583    427.6743164  11648.1054688      0.0000000   9691.7558594      2.7725904  16317.4921875    461.7589722   9510.2382813
     11.2537460    427.0399780  11630.8281250      0.0000000   9677.3798828      2.7684779  16293.2890625    461.0740356   9496.1308594
     11.2657337    366.3105469  10711.5917969      0.0000000   3631.6628418      3.7548218  22098.2070313    401.8773193   8247.3857422
     11.2777224    365.7555237  10695.3623047      0.0000000   3626.1604004      3.7491329  22064.7265625    401.2684326   8234.8906250
     11.2897100    364.1373291  10149.6328125      0.0000000   4595.6967773      4.6273680  22801.5937500    402.3605347   9741.2578125
     11.3016987   1190.3635254  33391.8554688      0.0000000  34489.3632813      9.4987803  46805.7265625   1291.1567383  30078.7773438
     11.3136864   1188.5371094  33340.6250000      0.0000000  34436.4648438      9.4842014  46733.8867188   1289.1756592  30032.6250000
     11.3256741   1163.4001465  32629.2734375      0.0000000  33140.0078125      9.4478769  46554.8945313   1262.6152344  29448.9726563
     11.3376617   1161.6234131  32579.4414063      0.0000000  33089.3945313      9.4334478  46483.7968750   1260.6868896  29403.9960938
     11.3496504   1165.1173096  31380.6015625      0.0000000  37797.5351563     13.0175610  42758.5859375   1259.2211914  32548.8300781
     11.3616381   1240.9288330  33541.8984375      0.0000000  42149.0859375     13.2085266  43385.8476563   1339.3317871  34604.1484375
     11.3736267   1238.9648438  33488.8125000      0.0000000  42082.3593750     13.1876316  43317.2109375   1337.2122803  34549.3828125
     11.3856144   1089.1455078  29148.1718750      0.0000000  32382.2773438     13.1918163  43330.9570313   1179.9575195  30524.0312500
     11.3976021   1087.3389893  29099.8242188      0.0000000  32328.5664063     13.1699352  43259.0859375   1178.0004883  30473.4023438
     11.4095898   1094.4570313  31454.5312500      0.0000000  32297.3632813     22.3576546  43087.9726563   1181.1176758  28184.2070313
     11.4215784    933.0473633  26716.6015625      0.0000000  28668.6406250     18.3935699  35448.3359375   1005.8653564  24001.4062500
     11.4335670    931.4595337  26671.1406250      0.0000000  28619.8457031     18.3622742  35388.0234375   1004.1535645  23960.5644531
     11.4455547    967.6704102  27654.9218750      0.0000000  30340.3281250     18.7188320  36075.1875000   1042.6213379  24877.9960938
     11.4575424    966.2297363  27613.7500000      0.0000000  30295.1542969     18.6909637  36021.4765625   1041.0690918  24840.9570313
     11.4695301    978.0140381  27686.1289063      0.0000000  31250.8066406     34.5909691  36185.8046875   1039.6575928  25278.7890625
     11.4815187   1046.0788574  29602.2070313      0.0000000  33822.5390625     36.5854645  38272.2578125   1111.7373047  27023.0820313
     11.4935064   1044.4848633  29557.1035156      0.0000000  33771.0117188     36.5297127  38213.9335938   1110.0433350  26981.9082031
     11.5054951   1274.3826904  36010.4687500      0.0000000  43139.0585938     42.5571823  44519.3085938   1353.0294189  32847.7578125
     11.5174828   1272.3721924  35953.6640625      0.0000000  43071.0039063     42.4900436  44449.0703125   1350.8948975  32795.9375000
     11.5294704   1270.3203125  35895.6796875      0.0000000  43001.5390625     42.4215202  44377.3906250   1348.7163086  32743.0468750
     11.5414581   1286.1359863  31265.6230469      0.0000000  38588.7695313     95.5092850  38469.1484375   1336.7855225  33432.1484375
     11.5534468   1284.0168457  31214.1054688      0.0000000  38525.1875000     95.3519058  38405.7656250   1334.5827637  33377.0625000
     11.5654345   1216.8614502  29393.9296875      0.0000000  34358.0312500     95.6341553  38519.4453125   1265.7141113  31411.2578125
     11.5774231   1214.8697510  29345.8183594      0.0000000  34301.7968750     95.4776230  38456.3984375   1263.6423340  31359.8476563
     11.5894108   1212.9024658  29298.2968750      0.0000000  34246.2500000     95.3230133  38394.1250000   1261.5961914  31309.0664063
     11.6013985   1272.9238281  24460.6093750    142.1735382  30884.5429688    296.9480896  30823.3593750   1183.3168945  25476.0468750
     11.6133862   1270.9345703  24422.3789063    141.9512634  30836.2597656    296.4841614  30775.2050781   1181.4676514  25436.2304688
     11.6253748   1606.4748535  30458.8359375    166.0073853  36062.0039063    398.9791565  41414.2343750   1490.3502197  31721.0058594
     11.6373625   1604.2116699  30415.9257813    165.7735291  36011.1992188    398.4170837  41355.8906250   1488.2507324  31676.3203125
     11.6493511   1602.0239258  30374.4453125    165.5474396  35962.0859375    397.8737183  41299.4882813   1486.2209473  31633.1171875
     11.6613388   2647.3745117  29925.8007813    851.6044922  33913.0273438   1565.0795898  45868.1640625   1723.3992920  27923.1757813
     11.6733265   2643.8432617  29885.8906250    850.4692383  33867.8203125   1562.9913330  45806.9648438   1721.1005859  27885.9335938
     11.6853142   2573.5498047  28965.0625000    812.9617310  32374.1777344   1535.9185791  45013.5351563   1672.5236816  27050.4492188
     11.6973028   2569.9497070  28924.5449219    811.8245239  32328.8906250   1533.7700195  44950.5664063   1670.1838379  27012.6074219
     11.7092905   2566.1772461  28882.0859375    810.6327515  32281.4316406   1531.5184326  44884.5820313   1667.7321777  26972.9531250
     11.7212791   6386.1479492  26071.3437500   4965.7792969  29600.5449219   5330.2084961  40967.9570313   2257.7485352  22555.7500000
     11.7332668   6378.1186523  26038.5683594   4959.5380859  29563.3398438   5323.5063477  40916.4414063   2254.9099121  22527.3945313
     11.7452545   6193.2670898  25827.3593750   5174.8344727  30846.7050781   5042.5874023  38757.3007813   2211.7031250  22442.9921875
     11.7572422   6185.3027344  25794.1484375   5168.1801758  30807.0371094   5036.1030273  38707.4648438   2208.8588867  22414.1328125
     11.7692308   6177.1113281  25759.9863281   5161.3354492  30766.2382813   5029.4331055  38656.1992188   2205.9335938  22384.4492188
     11.7812185   7146.3364258  28858.2031250   5347.7260742  31877.2949219   6038.4741211  46411.6835938   2513.6030273  24909.5351563
     11.7932072  17272.7500000  29706.9921875  20232.1171875  33119.2421875  26915.5644531  46241.4101563   7742.3417969  26731.8515625
     11.8051949  18553.0937500  32277.1152344  23572.9121094  38588.0039063  27439.3242188  47141.2382813   8153.7089844  29089.3730469
     11.8171825  18525.4511719  32229.0273438  23537.7910156  38530.5117188  27398.4433594  47071.0000000   8141.5605469  29046.0312500
     11.8291702  18487.1093750  32162.3203125  23489.0742188  38450.7656250  27341.7363281  46973.5781250   8124.7099609  28985.9140625
