#Mean beam size between x and y axis;
#Ellipticity is: Mean = sqrt(e*X**2)
#1	0.89
#2	0.64
#3	0.85
#4	0.64
1	0.89	0.99
2	0.62475	0.87
3	0.8615	0.92
4	0.64	0.99
