freq(GHz)  ch1  ch2  ch3  ch4  ch5  ch6  ch7  ch8 
      9.2997007     20.1139908     18.7105980      0.0000000      0.0000000     27.0580540     23.1104908     22.4396591     21.1693230
      9.3116884     20.0778046     18.6769371      0.0000000      0.0000000     27.0093746     23.0689125     22.3992882     21.1312370
      9.3236761     28.4994087     27.5140381      0.0000000      0.0000000     60.5058250     51.6784897     32.3049393     30.9677219
      9.3356647     28.4558067     27.4719429      0.0000000      0.0000000     60.4132576     51.5994263     32.2555161     30.9203434
      9.3476524     26.2900581     25.2308388      0.0000000      0.0000000     51.2763596     43.8811646     29.8414898     28.4479637
      9.3596401     26.2532616     25.1955223      0.0000000      0.0000000     51.2046051     43.8197556     29.7997227     28.4081440
      9.3716288     26.2166061     25.1603451      0.0000000      0.0000000     51.1331100     43.7585716     29.7581139     28.3684807
      9.3836164     25.1768665     24.3960648      0.0000000      0.0000000     54.3350563     46.4987259     28.7034779     27.4651318
      9.3956041     25.1235027     24.3443584      0.0000000      0.0000000     54.2198944     46.4001732     28.6426392     27.4069176
      9.4075928     22.2772903     21.0562630      0.0000000      0.0000000     35.7334251     31.0270653     24.8923588     23.9539948
      9.4195805     22.2276077     21.0093021      0.0000000      0.0000000     35.6537323     30.9578686     24.8368416     23.9005699
      9.4315681     22.1780396     20.9624519      0.0000000      0.0000000     35.5742378     30.8888435     24.7814560     23.8472748
      9.4435568     35.5810852     34.9570847      0.0000000      0.0000000     86.5357056     75.1383057     40.4440689     39.4909401
      9.4555445     35.5038986     34.8812485      0.0000000      0.0000000     86.3479767     74.9753036     40.3563309     39.4052658
      9.4675322     35.3439827     34.4003258      0.0000000      0.0000000     78.7653885     68.3913956     40.0070114     38.9270134
      9.4795208     35.2329826     34.5602684      0.0000000      0.1521588     78.5784149     70.7585754     39.9461479     39.8907928
      9.4915085     35.1845856     34.5127907      0.0000000      0.1519497     78.4704742     70.6613770     39.8912735     39.8359909
      9.5034962     38.0786057     36.7506180      0.0000000      0.1978017     71.6532745     64.5226059     42.8297234     42.5768394
      9.5154848     38.0411644     36.7144852      0.0000000      0.1976072     71.5828247     64.4591599     42.7876129     42.5349731
      9.5274725     28.1838646     27.5684471      0.0000000      0.1260061     61.1501045     55.0646706     31.9099827     31.8408699
      9.5394602     28.4267197     28.8424377      0.0000000      5.8208232     61.8747368     61.7922134     32.2754974     34.8479004
      9.5514488     28.3969765     28.8122635      0.0000000      5.8147330     61.8099976     61.7275620     32.2417259     34.8114395
      9.5634365     30.0531311     30.3537521      0.0000000      6.5317302     62.1666298     62.0837173     34.0448761     36.7191429
      9.5754242     30.0148315     30.3150654      0.0000000      6.5234060     62.0874023     62.0045967     34.0014877     36.6723480
      9.5874128     28.6684036     29.1068687      0.0000000      5.8180442     62.8500938     62.7662697     32.5605850     35.1611290
      9.5994005     28.5772781     33.6082954      0.0000000     30.4475498     62.6107216     92.5289078     32.4077225     51.1753540
      9.6113882     28.5227051     33.5441132      0.0000000     30.3894024     62.4911537     92.3522034     32.3458328     51.0776215
      9.6233768     30.2954674     35.7273674      0.0000000     30.9636402     68.5406799    101.2924652     34.4102020     54.2935867
      9.6353645     29.8164253     35.1755257      0.0000000     30.2991638     67.7449722    100.1165314     33.8732796     53.4405785
      9.6473522     26.7917385     31.4737988      0.0000000     29.0074959     57.9370804     85.6219940     30.3638611     47.9633102
      9.6593409     26.7195415     54.2314453      0.0000000    104.8175507     57.8440552    201.2727203     30.2655430    106.7008133
      9.6713285     26.6636162     54.1179352      0.0000000    104.5981979     57.7229691    200.8514099     30.2021961    106.4774933
      9.6833162     25.5153656     51.7631912      0.0000000    102.5044098     54.1461601    188.4056244     28.8764534    101.9239960
      9.6953049     25.4800282     51.6914978      0.0000000    102.3624191     54.0711823    188.1447449     28.8364620    101.7828369
      9.7072926     28.2112751     57.2703819      0.0000000    109.5504227     61.5798874    214.2718353     31.9668999    112.6430359
      9.7192802     28.1731873    140.6913757      0.0000000    213.2481232     61.5222054    418.1540833     32.1626434    285.3137207
      9.7312689     27.6816025    138.3821106      0.0000000    212.9860535     59.6414108    405.3706970     31.5802727    280.4522095
      9.7432566     28.0396347    139.8196564      0.0000000    207.3724976     62.3660202    423.8893127     32.0399590    283.7969360
      9.7552452     27.9956741    139.6004486      0.0000000    207.0473785     62.2682419    423.2247314     31.9897270    283.3519897
      9.7672329     28.6021004    142.8095245      0.0000000    215.9299164     62.5906487    425.4160461     32.6557503    289.6383667
      9.7792206     28.5532780    142.5657501      0.0000000    215.5613403     62.4838028    424.6898499     32.6000099    289.1439514
      9.7912092     28.4821072    332.1510010      0.0000000    401.2667236     62.3560677    784.7752686     32.3016014    592.4882813
      9.8031969     35.7439575    411.8233948      0.0000000    424.3648682     88.1425095   1109.3076172     40.7890015    734.6289063
      9.8151846     35.6823578    411.1136475      0.0000000    423.6335144     87.9906082   1107.3958740     40.7187042    733.3628540
      9.8271732     33.7531967    392.3986816      0.0000000    456.2143555     76.3070755    960.3540649     38.3409309    699.9628906
      9.8391609     33.6836243    391.5898743      0.0000000    455.2738953     76.1498032    958.3748169     38.2619019    698.5201416
      9.8511486     33.6462936    623.2097168      0.0000000    706.3986816     76.0879517   1529.1215820     38.3756523    916.3307495
      9.8631372     41.1653252    756.9046631      0.0000000    774.5566406    100.3039856   2015.7855225     47.1360779   1113.7849121
      9.8751249     41.7866783    769.6668701      0.0000000    807.7664185    100.0878067   2011.4410400     47.8032913   1132.3525391
      9.8871126     51.9076233    952.4664307      0.0000000    945.2048340    129.0096283   2592.6760254     59.5012207   1401.8637695
      9.8991013     51.8198280    950.8554688      0.0000000    943.6064453    128.7913971   2588.2902832     59.4005775   1399.4926758
      9.9110889     51.6779671   1452.4832764      0.0000000   1317.9851074    128.5142670   2907.4042969     59.2330055   1670.2658691
      9.9230766     58.7398148   1652.5778809      0.0000000   1432.8884277    149.8176117   3389.3542480     67.4212952   1891.9050293
      9.9350653     58.6469574   1649.9653320      0.0000000   1430.6231689    149.5807800   3383.9960938     67.3147125   1888.9143066
      9.9470530     91.2659683   2568.8845215      0.0000000   2176.9345703    235.6109772   5330.2749023    104.8259048   2934.5117188
      9.9590406     91.1234665   2564.8735352      0.0000000   2173.5346680    235.2431488   5321.9531250    104.6622314   2929.9299316
      9.9710293     90.9117050   2428.5239258      0.0000000   2389.7702637    234.5977020   4739.4638672    104.2033539   2741.2387695
      9.9830170    118.4380188   3174.0629883      0.0000000   3627.0520020    278.9476013   5635.4438477    135.1090851   3626.6696777
      9.9950047    118.2203903   3168.2304688      0.0000000   3620.3857422    278.4350891   5625.0893555    134.8608093   3620.0053711
     10.0069933    110.0979614   2948.4438477      0.0000000   3265.6389160    264.8108826   5349.8466797    125.7281952   3359.8503418
     10.0189810    108.4810028   2905.9814453      0.0000000   3259.8657227    258.7304993   5227.0073242    123.8287125   3315.0585938
     10.0309687    108.2958298   2901.0209961      0.0000000   3254.3015137    258.2888489   5218.0849609    123.6173477   3309.3999023
     10.0429573    147.7931976   3458.2739258      0.0000000   3841.0761719    356.5220032   6697.9443359    168.4272308   3615.9863281
     10.0549450    147.5637817   3452.9055176      0.0000000   3835.1137695    355.9685364   6687.5463867    168.1657715   3610.3730469
     10.0669327    194.6908722   4606.9653320      0.0000000   5573.5571289    439.3040771   8253.1640625    221.1224518   4768.8247070
     10.0789213    194.3351135   4598.5473633      0.0000000   5563.3745117    438.5012817   8238.0810547    220.7184143   4760.1113281
     10.0909090    193.9873657   4590.3183594      0.0000000   5553.4174805    437.7167358   8223.3427734    220.3234711   4751.5932617
     10.1028967    182.9765320   3927.1494141      0.0000000   5455.6059570    395.7946472   7759.9096680    208.4429779   4687.0844727
     10.1148853    182.4413757   3916.2246094      0.0000000   5446.2241211    394.2417603   7729.4638672    207.8237915   4673.5034180
     10.1268730    170.4430847   3691.5371094      0.0000000   5473.0913086    345.1664734   6767.2983398    193.5974426   4373.6376953
     10.1388607    170.1602325   3685.4111328      0.0000000   5464.0102539    344.5935669   6756.0659180    193.2761536   4366.3789063
     10.1508493    169.8819885   3679.3845215      0.0000000   5455.0727539    344.0302734   6745.0219727    192.9601135   4359.2392578
     10.1628370    185.6357727   4256.4238281      0.0000000   5591.8618164    390.2672729   8603.1152344    210.1042633   5626.9550781
     10.1748257    185.3218689   4249.2260742      0.0000000   5582.4057617    389.6073303   8588.5673828    209.7489929   5617.4394531
     10.1868134    149.4188538   3409.7578125      0.0000000   4286.4301758    327.2661438   7214.3076172    169.4389343   4512.8046875
     10.1988010    149.1744385   3404.1804199      0.0000000   4279.4189453    326.7308350   7202.5073242    169.1617737   4505.4233398
     10.2107887    151.9313049   3460.5825195      0.0000000   4272.5976563    338.0317688   7451.6269531    172.4183350   4582.1386719
     10.2227774    117.7235413   3032.9748535      0.0000000   3139.9753418    265.9389648   5764.5034180    133.7760162   3885.0537109
     10.2347651    117.5471420   3028.4301758      0.0000000   3135.2712402    265.5404053   5755.8642578    133.5755615   3879.2321777
     10.2467537    130.0088043   3369.7939453      0.0000000   4301.7553711    240.7142639   5217.7319336    146.4065247   4419.2265625
     10.2587414    129.8271484   3365.0854492      0.0000000   4295.7446289    240.3779144   5210.4414063    146.2019348   4413.0522461
     10.2707291    129.6142273   3359.5664063      0.0000000   4288.6992188    239.9836731   5201.8955078    145.9621582   4405.8144531
     10.2827168    162.4762726   3928.9750977      0.0000000   4397.4189453    335.1962280   6568.3007813    183.3144836   4492.0454102
     10.2947054    162.2060547   3922.4404297      0.0000000   4390.1054688    334.6387634   6557.3769531    183.0096130   4484.5742188
     10.3066931    212.0251770   5144.3925781      0.0000000   4783.6967773    503.7134399   9870.4609375    240.7601318   5684.6293945
     10.3186817    211.6833038   5136.0976563      0.0000000   4775.9819336    502.9013672   9854.5478516    240.3719330   5675.4633789
     10.3306694    211.3471985   5127.9428711      0.0000000   4768.4003906    502.1027527   9838.8984375    239.9902802   5666.4521484
     10.3426571    196.2870636   4753.5185547      0.0000000   4928.2485352    431.6311951   8457.9804688    222.0821991   5355.4628906
     10.3546457    196.1015320   4653.6972656      0.0000000   4946.2890625    431.2210693   8255.4150391    222.2419128   4663.3115234
     10.3666334    191.3628540   4531.4160156      0.0000000   4715.4565430    428.4933777   8203.1953125    217.0580750   4542.1259766
     10.3786211    188.5063782   4456.5981445      0.0000000   4563.7753906    427.7154541   8188.3022461    213.9542694   4468.1186523
     10.3906097    188.1710510   4448.6694336      0.0000000   4555.6552734    426.9546509   8173.7373047    213.5736389   4460.1699219
     10.4025974    176.4240112   4161.7207031      0.0000000   4166.7167969    407.5257263   7801.7841797    200.4159546   4173.7504883
     10.4145851    175.9040222   5185.6987305      0.0000000   4882.3110352    406.0805359   8159.1674805    199.6975861   4376.9926758
     10.4265738    196.7523499   5899.7763672      0.0000000   6065.9897461    418.6856079   8412.4335938    222.5422821   4893.0380859
     10.4385614    196.4321594   5890.1757813      0.0000000   6056.1201172    418.0041809   8398.7421875    222.1801453   4885.0756836
     10.4505491    196.1189575   5880.7832031      0.0000000   6046.4628906    417.3376465   8385.3505859    221.8258667   4877.2861328
     10.4625378    205.3710022   6123.3437500      0.0000000   6119.6035156    449.4796753   9031.1630859    232.5794067   5108.3291016
     10.4745255    204.6862793   5860.6347656      0.0000000   7087.1826172    448.5486145   9395.7861328    233.0171509   5893.7128906
     10.4865131    202.2678223   5795.2358398      0.0000000   7057.1787109    440.5209045   9227.6289063    230.1974182   5827.4179688
     10.4985018    200.2138824   5740.5507813      0.0000000   7043.6630859    433.0957031   9072.0927734    227.7878723   5771.8593750
     10.5104895    199.8359985   5729.7158203      0.0000000   7030.3696289    432.2781372   9054.9677734    227.3579102   5760.9648438
     10.5224771    173.4453583   4969.7373047      0.0000000   6055.7822266    377.5336304   7908.2290039    197.3898621   4997.2939453
     10.5344658    172.9481812   4476.4638672      0.0000000   5737.7416992    377.1740723   7859.0737305    196.7873535   5261.8623047
     10.5464535    175.3901062   4537.5170898      0.0000000   5767.1396484    385.2662659   8027.6884766    199.6354065   5331.6484375
     10.5584412    175.0946655   4529.8740234      0.0000000   5757.4248047    384.6173096   8014.1665039    199.2991333   5322.6679688
     10.5704298    174.8267212   4522.9414063      0.0000000   5748.6162109    384.0286255   8001.9003906    198.9941406   5314.5229492
     10.5824175    186.5917358   4838.7929688      0.0000000   6410.8642578    395.1097717   8232.7949219    212.0143890   5696.2124023
     10.5944052    193.1462097   4614.8056641      0.0000000   5916.0317383    417.3426819   8245.2187500    218.6872253   5633.8334961
     10.6063938    223.2040253   5323.0000000      0.0000000   6228.9506836    517.4600830  10223.1855469    253.5512695   6464.2177734
     10.6183815    222.8936768   5315.5986328      0.0000000   6220.2880859    516.7407227  10208.9736328    253.1987457   6455.2299805
     10.6303692    226.5449524   5405.2763672      0.0000000   6480.7270508    516.0308838  10194.9492188    257.1295471   6573.0693359
     10.6423578    222.1085205   5303.3359375      0.0000000   6592.1860352    492.1311646   9722.7753906    251.7680664   6462.5346680
     10.6543455    221.7787018   5295.4599609      0.0000000   6582.3969727    491.4003296   9708.3369141    251.3941803   6452.9375000
     10.6663342    232.8187561   5657.8500977      0.0000000   7437.5405273    492.8288879   9817.1210938    264.6648560   6057.1596680
     10.6783218    232.4047546   5647.7890625      0.0000000   7424.3144531    491.9525452   9799.6640625    264.1942444   6046.3886719
     10.6903095    231.8643188   5634.8046875      0.0000000   7411.0761719    490.5779114   9772.2822266    263.5741272   6032.5341797
     10.7022972    261.2010193   6328.8344727      0.0000000   7836.1962891    582.0130005  11593.6630859    297.6567383   6769.5996094
     10.7142859    260.7361755   6317.5712891      0.0000000   7822.2534180    580.9771118  11573.0283203    297.1270447   6757.5522461
     10.7262735    265.3693237   6363.3081055      0.0000000   7159.3056641    614.2781982  11015.3632813    303.8665771   6838.9707031
     10.7382622    264.9028320   6352.1220703      0.0000000   7146.7202148    613.1983032  10995.9990234    303.3323975   6826.9482422
     10.7502499    264.4504395   6341.2739258      0.0000000   7134.5170898    612.1509399  10977.2177734    302.8143311   6815.2890625
     10.7622375    240.0753021   5760.1552734      0.0000000   6511.8637695    553.6038208   9927.3388672    274.8536072   6188.3754883
     10.7742262    239.7149963   5751.5097656      0.0000000   6502.0903320    552.7729492   9912.4384766    274.4410706   6179.0878906
     10.7862139    236.0645142   5693.2421875      0.0000000   6776.2094727    493.1104126   8392.2626953    266.6083374   6138.5429688
     10.7982016    235.7102051   5684.6972656      0.0000000   6766.0390625    492.3703003   8379.6669922    266.2082214   6129.3295898
     10.8101902    235.3528748   5676.0795898      0.0000000   6755.7841797    491.6237488   8366.9619141    265.8046265   6120.0380859
     10.8221779    264.9059143   6330.8242188      0.0000000   6776.5332031    606.6861572  10325.2128906    300.4299622   6859.9628906
     10.8341656    264.4898071   6320.8798828      0.0000000   6765.8872070    605.7333984  10308.9970703    299.9580688   6849.1875000
     10.8461542    264.7860413   6313.0410156      0.0000000   7979.8959961    577.4760742  11030.3134766    300.0073853   7203.3046875
     10.8581419    264.3159790   6301.8339844      0.0000000   7965.7280273    576.4510498  11010.7353516    299.4748535   7190.5170898
     10.8701296    263.8378906   6290.4350586      0.0000000   7951.3188477    575.4083862  10990.8183594    298.9331360   7177.5107422
     10.8821182    269.7081299   6413.2714844      0.0000000   7015.9833984    653.6651001  12485.5927734    307.1807556   7240.9326172
     10.8941059    269.2025146   6401.2495117      0.0000000   7002.8310547    652.4396973  12462.1865234    306.6049194   7227.3583984
     10.9060936    251.7444458   6001.4013672      0.0000000   7541.3100586    551.7139893  10538.2343750    285.2964478   6844.5751953
     10.9180822    251.0464783   5740.5878906      0.0000000   7303.9091797    549.1183472  10214.2734375    286.1763611   6387.3339844
     10.9300699    250.5574341   5729.4042969      0.0000000   7289.6801758    548.0486450  10194.3759766    285.6188965   6374.8906250
     10.9420576    240.3453674   5492.5859375      0.0000000   6947.9111328    528.4029541   9828.9414063    274.0380554   6111.1884766
     10.9540462    240.0117798   5484.9624023      0.0000000   6938.2675781    527.6695557   9815.2998047    273.6577148   6102.7060547
     10.9660339    253.2583313   5723.3525391      0.0000000   6451.4057617    609.2067871  11331.9921875    289.9348755   6363.9863281
     10.9780216    244.4390564   5803.1030273      0.0000000   5698.5751953    575.7066040   9452.5019531    278.9593506   5274.0957031
     10.9900103    244.0756226   5794.4741211      0.0000000   5690.1010742    574.8507080   9438.4492188    278.5445557   5266.2539063
     11.0019979    254.3605652   6078.1201172      0.0000000   6258.1401367    576.6074219   9467.2919922    289.7293701   5503.4267578
     11.0139866    253.9493561   6068.2949219      0.0000000   6248.0234375    575.6752930   9451.9882813    289.2610168   5494.5302734
     11.0259743    279.2919006   6706.7783203      0.0000000   7145.1713867    614.3966064  10087.7509766    317.6668091   6055.5717773
     11.0379620    278.5837402   6356.8164063      0.0000000   6941.5473633    613.6491699  10073.9521484    316.6189880   6236.2138672
     11.0499496    278.1292114   6346.4453125      0.0000000   6930.2236328    612.6477661  10057.5126953    316.1024170   6226.0390625
     11.0619383    313.1527710   7149.8193359      0.0000000   7853.0566406    686.2813721  11266.3164063    355.8252563   7012.8144531
     11.0739260    320.5440063   7301.9667969      0.0000000   7839.8798828    716.3945923  11760.6689453    364.5503540   7167.4150391
     11.0859146    284.3671265   6459.7338867      0.0000000   6738.3906250    650.7283325  10682.6611328    323.7634277   6346.5742188
     11.0979023    283.5590515   6170.3017578      0.0000000   7182.6049805    649.3042603  11811.3037109    323.9382935   7108.3764648
     11.1098900    283.0330811   6158.8564453      0.0000000   7169.2778320    648.1002197  11789.4003906    323.3374634   7095.1914063
     11.1218777    270.2649841   5860.5263672      0.0000000   6421.5844727    646.8547363  11766.7441406    309.4512329   6743.2802734
     11.1338663    280.3900757   6098.7626953      0.0000000   7048.9008789    645.5729370  11743.4287109    320.4061890   7024.9252930
     11.1458540    268.5555115   5892.3437500      0.0000000   7807.1074219    548.6738892   9980.7656250    305.1406555   6807.6328125
     11.1578426    268.9854126   6465.5361328      0.0000000   9048.0429688    548.0639648  10596.2509766    304.7517395   6845.7431641
     11.1698303    267.6227417   6434.5576172      0.0000000   9036.1591797    543.3632202  10505.3671875    303.1628418   6814.5966797
     11.1818180    281.1308899   6685.4013672      0.0000000   8079.3916016    650.8577271  12583.6630859    320.3360291   7011.5029297
     11.1938057    280.7192688   6675.6132813      0.0000000   8067.5625000    649.9048462  12565.2392578    319.8670349   7001.2373047
     11.2057943    231.2764587   5541.8149414      0.0000000   7448.6318359    489.9875488   9473.4033203    262.4670410   5851.5927734
     11.2177820    230.9096985   5533.0263672      0.0000000   7436.8276367    489.2099915   9458.3701172    262.0507813   5842.3134766
     11.2297707    231.1506958   6395.7319336      0.0000000   7683.7612305    489.5404053   9024.9472656    261.9726563   4913.9033203
     11.2417583    107.9599457   3027.2578125      0.0000000   4026.1245117    204.6919098   3773.6083984    121.7835388   2337.3203125
     11.2537460    107.7941895   3022.6098633      0.0000000   4019.9428711    204.3776398   3767.8144531    121.5965576   2333.7314453
     11.2657337    178.1537933   4936.9941406      0.0000000   6005.3847656    372.7394714   6871.6577148    201.8001099   3795.3210449
     11.2777224    177.8704376   4929.1416016      0.0000000   5995.8315430    372.1467285   6860.7304688    201.4791565   3789.2846680
     11.2897100    177.1777954   4905.0126953      0.0000000   5573.0234375    371.1509705   6901.1889648    200.8685913   4254.0771484
     11.3016987    250.0495453   6910.8461914      0.0000000   7769.0122070    529.4504395   9844.6123047    283.6135864   6001.4248047
     11.3136864    249.6203613   6898.9853516      0.0000000   7755.6826172    528.5414429   9827.7099609    283.1268005   5991.1240234
     11.3256741    263.8315735   7256.5209961      0.0000000   7904.0957031    575.8515015  10707.3945313    299.6401672   6325.1367188
     11.3376617    263.3365479   7242.9062500      0.0000000   7889.2651367    574.7709961  10687.3037109    299.0779419   6313.2690430
     11.3496504    262.4162598   7327.3139648      0.0000000   9482.6787109    574.9487305  11680.6835938    299.4475708   7996.6191406
     11.3616381    271.8399658   7695.6738281      0.0000000  10992.3525391    538.2447510  10935.0029297    308.8426819   8327.4638672
     11.3736267    271.3209839   7680.9814453      0.0000000  10971.3662109    537.2171021  10914.1259766    308.2530518   8311.5654297
     11.3856144    262.5428467   7336.9277344      0.0000000   9554.7968750    571.9127808  11619.0048828    299.5135498   8003.0004883
     11.3976021    262.0549316   7323.2919922      0.0000000   9537.0361328    570.8500366  11597.4140625    298.9569092   7988.1269531
     11.4095898    263.5386047   7005.7578125      0.0000000  11326.9365234    574.4615479  12190.8564453    300.9678955   7594.2827148
     11.4215784    256.0669250   6782.5434570      0.0000000  10383.1269531    584.0855103  12395.0898438    293.0152588   7307.1132813
     11.4335670    255.6179199   6770.6494141      0.0000000  10364.9199219    583.0612793  12373.3544922    292.5014648   7294.2998047
     11.4455547    230.9085999   6130.4238281      0.0000000   9724.0283203    511.6764221  10858.4707031    263.8904114   6630.8623047
     11.4575424    232.9399719   6180.3593750      0.0000000   9708.4101563    520.3873901  11043.3291016    266.3061829   6677.5209961
     11.4695301    233.8247528   6057.7539063      0.0000000   8524.0097656    530.1383057  11117.1894531    268.5852661   6437.7734375
     11.4815187    238.2895813   6212.4584961      0.0000000   9310.7158203    510.1853943  10698.7695313    273.0320435   6609.5317383
     11.4935064    237.9359741   6203.2402344      0.0000000   9296.9042969    509.4280396  10682.8876953    272.6268616   6599.7241211
     11.5054951    231.8548584   6028.7617188      0.0000000   8804.5429688    508.6880493  10667.3701172    265.9375000   6411.1123047
     11.5174828    231.5234833   6020.1445313      0.0000000   8791.9511719    507.9613953  10652.1308594    265.5574036   6401.9492188
     11.5294704    231.1773071   6011.1445313      0.0000000   8778.8134766    507.2014771  10636.1962891    265.1603394   6392.3774414
     11.5414581    229.2254333   5916.0263672     25.5842113   7112.9462891    494.7704163   8999.1210938    263.8958130   5925.0917969
     11.5534468    224.2691040   5798.9257813     25.5355072   7099.4052734    475.0030212   8639.5830078    257.9792786   5801.7978516
     11.5654345    227.5784760   5830.7573242     23.4056931   6507.2724609    527.0761108   9586.7138672    262.8324585   5863.4697266
     11.5774231    227.1513977   5819.8154297     23.3617783   6495.0629883    526.0869141   9568.7207031    262.3392334   5852.4663086
     11.5894108    226.7301941   5809.0234375     23.3184319   6483.0117188    525.1118774   9550.9873047    261.8528137   5841.6142578
     11.6013985    240.2254028   5179.5815430    161.9683228   6689.2636719    546.0218506   7408.5122070    294.1647339   6030.9711914
     11.6133862    239.7942810   5170.2856445    161.6776428   6677.2583008    545.0419312   7395.2167969    293.6368103   6020.1474609
     11.6253748    276.4719543   5994.5185547    200.6553802   8287.0322266    575.0041504   7801.7485352    337.5165405   6961.8691406
     11.6373625    276.0822144   5986.0683594    200.3724670   8275.3476563    574.1937866   7790.7529297    337.0407715   6952.0556641
     11.6493511    278.4779663   6033.2968750    200.0998535   8264.0888672    586.7152710   7960.6464844    340.1113586   7009.4306641
     11.6613388    358.9995728   5393.6269531   1085.6759033   9664.4619141   1146.3077393   8312.1142578    553.7358398   7717.1884766
     11.6733265    358.5337524   5386.6289063   1084.2672119   9651.9218750   1144.8203125   8301.3281250    553.0173950   7707.1748047
     11.6853142    280.4805908   4208.0268555    825.2332764   7346.0556641    929.3464355   6738.8828125    432.9159546   6025.7451172
     11.6973028    280.1176758   4202.5820313    824.1652832   7336.5483398    928.1442261   6730.1650391    432.3557739   6017.9477539
     11.7092905    279.7484131   4197.0419922    823.0787354   7326.8759766    926.9210205   6721.2958984    431.7858582   6010.0151367
     11.7212791    451.1222534   3862.1889648   2958.8173828   6992.8540039   2715.1037598   5960.0966797    796.4921875   3832.5009766
     11.7332668    450.3267517   3855.3786621   2953.5979004   6980.5185547   2710.3188477   5949.5932617    795.0877075   3825.7429199
     11.7452545    422.6131287   3606.3696289   2927.9016113   6919.7875977   2331.0207520   5116.9716797    746.9114990   3592.9116211
     11.7572422    421.8303223   3599.6889648   2922.4785156   6906.9711914   2326.7019043   5107.4912109    745.5279541   3586.2563477
     11.7692308    421.0406494   3592.9506836   2917.0080566   6894.0419922   2322.3464355   5097.9301758    744.1324463   3579.5429688
     11.7812185    378.6315613   3224.9194336   2704.6953125   6392.2631836   1977.4593506   4340.8466797    669.5740356   3220.3576660
     11.7932072   1562.6289063   4041.5434570   5700.4829102   6502.5175781   4371.3320313   4580.9814453   2345.8579102   3372.8720703
     11.8051949   1727.8197021   4455.6181641   6472.7753906   7383.4682617   4568.7050781   4787.8203125   2591.7480469   3721.0236816
     11.8171825   1724.5656738   4447.2260742   6460.5844727   7369.5620117   4560.1005859   4778.8032227   2586.8666992   3714.0156250
     11.8291702   1722.0109863   4440.6386719   6451.0156250   7358.6464844   4553.3437500   4771.7226563   2583.0346680   3708.5136719
     11.8411589   1413.5473633   3656.2783203   5152.5605469   5877.5043945   3960.6408691   4150.5932617   2122.1030273   3051.2868652
     11.8531475   3154.4003906   3350.9304199   5764.7260742   5811.1586914   4095.1579590   4055.4157715   3326.7963867   3266.0791016
     11.8651352   3015.6647949   3213.4003906   5372.1640625   5415.4345703   4127.0566406   4087.0053711   3186.8715820   3133.3569336
